customer_code,customer_name,customer_group,email
C00309,PGA NATIONAL RESORT & SPA,OTHER,ABBEY.LUNA@PGARESORT.COM
C00310,MARK HOTEL,OTHER,SHIRLEY.VERA@THEMARKHOTEL.COM
C00311,HOTEL ARYA - COCONUT GROVE,OTHER,MARI@HOTELARYACG.COM
C00312,MARINOS PIZZA,OTHER,GERADIGI@HOTMAIL.COM
C00313,AVIATION SERVICE - ST. LUCIA,OTHER,FRANCIS.S@AVIATIONSERVICESSTLUCIA.COM
C00314,RENAISSANCE CLEVELAND HOTEL,OTHER,MEGAN.OREILLY@RENAISSANCEHOTELS.COM
C00315,CUPERTINO HOTEL,OTHER,FDMGR@CGHOTELGROUP.COM
C00316,PARK GROVE -MASTER ASSOCIATION,KW PROPERTIES,YMOREJON@KWPMC.COM
C00317,SOURCE HOTEL,OTHER,KWYZGOSKI@THESOURCEHOTEL.COM
C00318,JADE BEACH,FSR,AMGR@JBMIAMI.COM
C00319,CHG - GRADUATE PROVIDENCE,COLLEGIATE HOSPITALITY,jware@schultehospitality.com
C00320,SRI--- BEACON AT GULF BREEZE,SRI,DAWN.ALEXANDER@THEBEACONSENIORLIVING.COM
C00321,SALVADOR PARK TENNIS CENTER:TIER ONE TENNIS,OTHER,RGOMEZ@CORALGABLES.COM
C00322,MYSTIQUE AT PELICAN BAY,OTHER,FRONTDESK@MYSTIQUECONDO.COM
C00323,UMIAMI-UHEALTH SYSTEM,U OF M GROUP,K.CENTENO1@MED.MIAMI.EDU
C00324,BEACH CLUB 3,OTHER,MANAGER@BEACHCLUB3.COM
C00325,SRI--- SUMMER VISTA,SRI,MMARTIN@SUMMERVISTA.COM
C00326,WOODCLIFF HOTEL AND SPA,OTHER,MKINNEY@WOODCLIFFHOTELSPA.COM
C00327,CHG - GRADUATE KNOXVILLE,COLLEGIATE HOSPITALITY,KIRK.FIGGINS@HILTON.COM
C00328,CHG - GRADUATE COLUMBIA,COLLEGIATE HOSPITALITY,MTHOMPSON@HOTELABACUSATHENS.COM
C00329,CHG - GRADUATE BERKELEY,COLLEGIATE HOSPITALITY,vrodriguez@graduateberkeley.com
C00330,CHG - GRADUATE SEATTLE,COLLEGIATE HOSPITALITY,ANDREW.HARRIS1@schultehospitality.com
C00331,CHG - GRADUATE OXFORD,COLLEGIATE HOSPITALITY,CHUCK.ESTEY@SCHULTEHOSPITALITY.COM
C00332,CHG - GRADUATE ANNAPOLIS,COLLEGIATE HOSPITALITY,ALAN.NABBEFELD@HILTON.COM
C00333,CHG - GRADUATE ANN ARBOR,COLLEGIATE HOSPITALITY,CHRISTOPHER.TOMLINSON@SCHULTEHOSPITALITY.COM
C00334,DOUBLETREE BY HILTON COLORADO SPRINGS,HILTON,GREENEJ@COLORADOSPRINGSDOUBLETREE.COM
C00335,SOUTH FLORIDA CONDO MGT:GABLES ON THE GREEN,OTHER,MCUNEO@SFLAMGT.COM
C00336,UMIAMI-GABLES ONE TOWER HR,GABLES ONE,LCARRENO@MIAMI.EDU
C00337,CHG - GRADUATE EUGENE,COLLEGIATE HOSPITALITY,GREGG.SLONIGER@HILTON.COM
C00338,OXFORD EXCHANGE,OTHER,KEVINB@OXFORDEXCHANGE.COM
C00339,CHG - GRADUATE IOWA CITY,COLLEGIATE HOSPITALITY,RACHEL.CICERO@SCHULTEHOSPITALITY.COM
C00340,JA UNIFORMS,OTHER,BOOKKEEPING@JAUNIFORMS.COM
C00341,HAWTHORNE HOTEL,OTHER,AFERRIERO@HAWTHORNEHOTEL.COM
C00342,GRAND HOTEL | SILICON VALLEY,OTHER,FCOBURN@CGHOTELGROUP.COM
C00343,ROSEN MEDICAL CENTER,ROSEN,RGONZALEZ@ROSENHOTELS.COM
C00344,HAWKS CAY RESORT,OTHER,NICOLA.BENNETT@HAWKSCAY.COM
C00345,RENAISSANCE ARUBA RESORT & CASINO,OTHER,AKUIS@ARUBARENAISSANCE.COM
C00346,FAIRMONT ROYAL PAVILION,OTHER,TAWANDA.THOMPSON@FAIRMONT.COM
C00347,HOTEL LE JOLIE,OTHER,GM@HOTELLEJOLIE.COM
C00348,CHG - GRADUATE STATE COLLEGE,COLLEGIATE HOSPITALITY,CFAZ@SCHULTEHOSPITALITY.COM
C00349,BRICKELL FLATIRON,KW PROPERTIES,PM@BRICKELLFLATIRON.COM
C00350,CHG - GRADUATE FAYETTEVILLE,COLLEGIATE HOSPITALITY,KKLEIN@SCHULTEHOSPITALITY.COM
C00351,ROSEN MIDPOINTE HOTEL,ROSEN,ROSENPURCHASING@ROSENHOTELS.COM
C00352,CURACAO MARRIOTT BEACH RESORT,OTHER,MARK.NOOREN@CURACAO-MARRIOTT.COM
C00353,PARAISO BAY RESIDENCES,FSR,ASSTMANAGER@PARAISOBAYMGMT.COM
C00354,LSF SHUTTLE,OTHER,CCRUZ@TRANSPORTATIONAMERICA.COM
C00355,SRI--- VILLAGE VERANDA  AT LADY LAKE,SRI,VICKI.ATWATER@VILLAGEVERANDA.COM
C00356,CHG - GRADUATE STORRS,COLLEGIATE HOSPITALITY,robert.seguin@schultehospitality.com
C00357,CHG - GRADUATE NEW HAVEN,COLLEGIATE HOSPITALITY,ADION@SCHULTEHOSPITALITY.COM
C00358,CHG - GRADUATE COLUMBUS,COLLEGIATE HOSPITALITY,reed.smith@schultehospitality.com
C00359,CHG - GRADUATE NASHVILLE,COLLEGIATE HOSPITALITY,DAVID.JAMES@HILTON.COM
C00360,CRYSTAL GATEWAY MARRIOTT,OTHER,KAZEEM.ADEBEKUN@MARRIOTT.COM
C00361,CHG - GRADUATE MINNEAPOLIS,COLLEGIATE HOSPITALITY,AANDERSON@SCHULTEHOSPITALITY.COM
C00362,SRI--- SUNFLOWER SPRINGS-TRINITY,SRI,DOROTHY.MAPPIN@SUNFLOWERATTRINITY.COM
C00363,ROSEN TANGELO PARK PRESCHOOL,ROSEN,ROSENPURCHASING@ROSENHOTELS.COM
C00364,LUXE PARKING MANAGEMENT,OTHER,JLUNA@LUXEPARKINGMGMT.COM
C00365,SRI--- HERON HOUSE,SRI,ANNAMARIA.GALVEZ@HERONHOUSESARASOTA.COM
C00366,SRI--- HERON CLUB OF PRESTANCIA,SRI,BRIDGET.CONCORS@HERONCLUBSARASOTA.COM
C00367,SRI--- HERON EAST,SRI,DAVID.DAYTON@SRIMGT.COM
C00368,SRI--- COVE AT MARSH LANDING,SRI,CHRIS.INGOLD@THECOVEATMARSHLANDING.COM
C00369,BRICKELLHOUSE CONDO,OTHER,ADMIN@BRICKELLHOUSE.NET
C00370,EMBASSY SUITES ST. AUGUSTINE BEACH,HILTON,JASON.KERN@HILTON.COM
C00371,IVEY'S HOTEL,OTHER,KYLE.DEHONT@THEIVEYSHOTEL.COM
C00372,METROPOLIS,METROPOLIS,
C00373,CHG - GRADUATE ATHENS,COLLEGIATE HOSPITALITY,AKITSON@SCHULTEHOSPITALITY.COM
C00374,SRI--- SEAGRASS VILLAGE PORT ORANGE,SRI,SANDRA.DAVIS@SEAGRASSVILLAGEPO.COM
C00375,UMIAMI-BASCOM PALMER OPTHALMOLOGY DOCTORS,U OF M GROUP,IJB28@MED.MIAMI.EDU
C00376,LOEWS LAKEWOOD,LOEWS HOTELS,TONI.SMITH@LOEWSHOTELS.COM
C00377,ARTE SURFSIDE,FSR,IBASSALIAN@SAPIR.COM
C00378,BUNGALOWS KEY LARGO,OTHER,KARYN@RESORTJH.COM
C00379,CHG - GRADUATE MADISON,COLLEGIATE HOSPITALITY,DAVID.FRISKE@SCHULTEHOSPITALITY.COM
C00380,PICCOLO PASO ROBLES,OTHER,PAULAO@PASOROBLESINN.COM
C00381,MORGAN RESORT & SPA,OTHER,LYANG@THEMORGANRESORT.COM
C00382,CHG - GRADUATE BLOOMINGTON,COLLEGIATE HOSPITALITY,CPARTON@SCHULTEHOSPITALITY.COM
C00383,TISHMAN SPEYER-595 MARKET ST.,OTHER,
C00384,SRI--- COLONNADE NORTHDALE,SRI,RACHEL.SMITH@COLONNADENORTHDALE.COM
C00385,SRI--- COLONNADE BECKETT LAKE,SRI,ROBERT.JENNINGS@SRIMGT.COM
C00386,SRI--- COLONNADE AT CARROLLWOOD,SRI,ROBERT.JENNINGS@SRIMGT.COM
C00387,REEF AT MARATHON,OTHER,LYFLORES@CAPITALVACATIONS.COM
C00388,UMIAMI-BASCOM PALMER SOCIAL SERVICES,U OF M GROUP,MXE242@MED.MIAMI.EDU
C00389,UMIAMI- BASCOM PALMER EYE INSTITUTE OPHTHALMOLOGY STUDENT,U OF M GROUP,ENORTON@MED.MIAMI.EDU
C00390,SEDANO'S #43,SEDANO'S,SEDANOS43@SEDANOS.COM
C00391,AVIATION SERVICE - GRENADA,OTHER,CLAUDIAN.FRANK@ASG.GD
C00392,CHG - GRADUATE CHAPEL HILL,COLLEGIATE HOSPITALITY,ATILLMAN@SCHULTEHOSPITALITY.COM
C00393,BAEUMLER CONSTRUCTION,OTHER,RON@CAERULAMAR.COM
C00394,UMIAMI-HEALTH PATIENT TRANSPORTATION,U OF M GROUP,G.GIRAL@UMIAMI.EDU
C00395,BODY HOLIDAY-ST LUCIA,OTHER,GENEVIEVE@SUNSWEPTRESORTS.COM
C00396,CHG - GRADUATE LINCOLN,COLLEGIATE HOSPITALITY,MLANCTOT@SCHULTEHOSPITALITY.COM
C00397,SBG - CATALINA HOTEL,SOUTH BEACH GRP,
C00398,"RITZ-CARLTON, GRAND CAYMAN",RITZ-CARLTON,JOSEPH.BALJIAN@RITZCARLTON.COM
C00399,PROVIDENCE TARZANA MEDICAL CENTER,OTHER,PAM.EGENDORFER@PROVIDENCE.ORG
C00400,SBG - HOTEL SHELLEY,SOUTH BEACH GRP,ANDY.CARBALLO@SOUTHBEACHGROUP.COM
C00401,TIDES INN,OTHER,SWILLIAMSON@TIDESINN.COM
C00402,UMIAMI- BASCOM PALMER ANNE BATES,U OF M GROUP,MSANJUAN@MED.MIAMI.EDU
C00403,SBG - HOLLYWOOD SUITES,SOUTH BEACH GRP,
C00404,SBG - SEASIDE APARTMENT HOTEL,SOUTH BEACH GRP,ANDY.CARBALLO@SOUTHBEACHGROUP.COM
C00405,OCEAN HOUSE SOUTH BEACH,OTHER,COLIN.SCARLETT@FSRESIDENTIAL.COM
C00406,SBG - CHELSEA HOTEL,SOUTH BEACH GRP,ANDY.CARBALLO@SOUTHBEACHGROUP.COM
C00407,MARRIOTT HARBOR BEACH FT LAUDERDALE,MARRIOTT,TISHAYLA.HINSEY@MARRIOTT.COM
C00408,SBG - OCEANSIDE,SOUTH BEACH GRP,ANDY.CARBALLO@SOUTHBEACHGROUP.COM
C00409,UMIAMI-GABLES ONE TOWER TRAVEL,GABLES ONE,COLIVA@MIAMI.EDU
C00410,MONTAGE PALMETTO BLUFF,MONTAGE,
C00411,EASY COPY SYSTEMS,OTHER,EASYCOPYSYSTEMS@GMAIL.COM
C00412,SBG - HOTEL CROYDON,SOUTH BEACH GRP,ANDY.CARBALLO@SOUTHBEACHGROUP.COM
C00413,UMIAMI - SYLVESTER CANCER CENTER,U OF M GROUP,MXR2217@MED.MIAMI.EDU
C00414,SRI--- THE CANOPY AT WARNER ROBINS,SRI,ANN.BEASLEY@THECANOPYATWARNERROBINS.COM
C00415,SRI--- SUNFLOWER SPRINGS-HOMOSASSA,SRI,MICHELE.EDELSTON@SUNFLOWERSPRINGS.COM
C00416,SHORE CLUB,OTHER,NTIAMOAH.NIMAKO@SBE.COM
C00417,CHG - GRADUATE CINCINNATTI,COLLEGIATE HOSPITALITY,BWELLMAN@schultehospitality.com
C00418,LODGING & LEISURE INVESTMENTS,OTHER,TSTORK@LODGINGLEISURE.COM
C00419,SBG - METROPOLE SUITES SOUTH BEACH,SOUTH BEACH GRP,ANDY.CARBALLO@SOUTHBEACHGROUP.COM
C00420,L'ATELIER CONDOMINIUM ASSOCIATION,KW PROPERTIES,fd@lateliercondo.net
C00421,SRI--- THE CANOPY AT AZALEA GROVE,SRI,LEE.ANDREWS@THECANOPYATAZALEAGROVE.COM
C00423,SP PLUS,OTHER,CLARIOS@SPPLUS.COM
C00424,SEASON'S FRESH,OTHER,MDOBAL@BELLSOUTH.NET
C00425,BEACHWALK AT HALLANDALE CONDO,OTHER,ASSISTADMIN@BEACHWALKCONDO.NET
C00426,MARRIOTT ORLANDO DOWNTOWN,MARRIOTT,MICHAEL.HINKS@MARRIOTTORLANDODOWNTOWN.COM
C00427,HALL GROUP,OTHER,JFOWLER@HALLARTS.COM
C00428,CORAL RIDGE COUNTRY CLUB,OTHER,BRAD.KING@CORALRIDGECC.COM
C00429,APOGEE CONDO,OTHER,NDIGIOVANNI@APOGEESOUTHBEACH.COM
C00430,CHG - GRADUATE RICHMOND,COLLEGIATE HOSPITALITY,GCLARK@SCHULTEHOSPITALITY.COM
C00431,CHG - GRADUATE CHARLOTTESVILLE,COLLEGIATE HOSPITALITY,MNEUFELD@SCHULTEHOSPITALITY.COM
C00432,DALMAR HOTEL,OTHER,JOE.LAFLEUR@THEDALMAR.COM
C00433,BOCA WEST COUNTRY CLUB,OTHER,JCRAUL@BOCAWESTCC.ORG
C00434,SRI--- NEW HAVEN AT LITTLE RIVER,SRI,KATHLEEN.DOUGLASS@NEWHAVENCAROLINA.COM
C00435,SRI--- SEAGRASS VILLAGE OF GULF SHORES,SRI,PAIGE.DAVISON@SEAGRASSVILLAGEGS.COM
C00436,CHG - GRADUATE TEMPE,COLLEGIATE HOSPITALITY,BSMITH@SCHULTEHOSPITALITY.COM
C00437,SRI--- THE CANOPY AT BOYNTON RIDGE,SRI,CINDY.ASHLEY@THECANOPYATBOYNTONRIDGE.COM
C00438,CHG - GRADUATE TUCSON,COLLEGIATE HOSPITALITY,JODY.HALL@HILTON.COM
C00439,CORAL BEACH CLUB,OTHER,CECILEEPPERSON@CORALBEACH.BM
C00440,ATLANTIC SAPPHIRE,OTHER,MAURELIO@ATLANTICSAPPHIRE.COM
C00441,LEGACY PARKING,OTHER,BBUTKUS@LEGACYPARKING.COM
C00442,FILLABAG,OTHER,RIONDAM@GMAIL.COM
C00443,ELYSEE CONDOMINIUM,KW PROPERTIES,MANAGER@ELYSEEMIAMI.COM
C00444,HOTEL MAREN,HILTON,STUART.LEVY@HILTON.COM
C00445,CHG - GRADUATE EVANSTON,COLLEGIATE HOSPITALITY,MPASCHAL@SCHULTEHOSPITALITY.COM
C00446,SRI--- THE CANOPY AT WALDEN WOODS,SRI,TAMMY.SIMPSON@THECANOPYATWALDENWOODS.COM
C00447,ROADS HOME HEALTH CARE,OTHER,SDOBBINS@THEROADSHH.COM
C00448,ATLANTIC PARKING SERVICES,OTHER,RREANO@ATLANTICPRKG.COM
C00449,300 COLLINS CONDO,OTHER,300COLLINSMGR@APMANAGEMENT.NET
C00450,CITY OF HIALEAH,OTHER,YGRUICH@HIALEAHFL.GOV
C00451,CHG - GRADUATE NEW YORK,COLLEGIATE HOSPITALITY,SESTACIO@SCHULTEHOSPITALITY.COM
C00452,MAGIC SQUAD DENTAL,OTHER,MANAGEMENT@MAGICSQUADDENTAL.COM
C00453,HYDE BEACH HOUSE,OTHER,AGRAICHEN@SOSOUTHFL.COM
C00454,HOTEL AT KIRKWOOD CENTER,OTHER,BRADLEY.STUART@KIRKWOOD.EDU
C00455,PAVILION HOTEL,OTHER,MPERALEZ@SCICO.COM
C00456,ASIA CONDO,OTHER,ADMIN@ASIAMIA.COM
C00457,LOEWS KANSAS CITY HOTEL,LOEWS HOTELS,KEVIN.KILKENNY@LOEWSHOTELS.COM
C00458,EMBASSY SUITES- CHARLESTON HARBOR,HILTON,
C00459,METROPOLIS AT DADELAND,OTHER,METMGR@APMANAGEMENT.NET
C00460,TOWNE PARK,TOWNE PARK,PURCHASING@TOWNEPARK.COM
C00461,CARRIAGE HOUSE,OTHER,CPITCHER@CARRIAGEHOUSEPB.COM
C00462,SHARP SHOT PEST,OTHER,INFO@SHARPSHOTINC.COM
C00463,NEWSTEAD BELMONT HILLS GOLF & SPA RESORT,OTHER,KAMILA.BEAN@BELMONTHILLS.COM
C00464,ORION GLOBAL HOLDINGS,OTHER,INFO@ORIONGH.COM
C00465,5350 PARK,OTHER,MANAGER@5350PARK.NET
C00466,5300 PASEO,OTHER,MANAGER@5300PASEO.COM
C00467,WVU MEDICINE,OTHER,JANNA.YODER@WVUMEDICINE.ORG
C00468,SAGAMORE,OTHER,TGUAY@THESAGAMORE.COM
C00469,ANGAD ARTS HOTEL,OTHER,JOHN.SCHULER@ANGADARTSHOTEL.COM
C00470,UMIAMI-BASCOM PALMER OPTHALMOLOGY NAPLES,U OF M GROUP,AXM3237@MIAMI.EDU
C00471,UMIAMI-UHEALTH PRIMARY CARE,U OF M GROUP,AMD384@MED.MIAMI.EDU
C00472,DOUBLETREE HILTON JACKSONVILLE RIVERFRONT,HILTON,LJERIDO@DOUBLETREEJAX.COM
C00473,UMIAMI- BASCOM PALMER CLINICAL RESEARCH,U OF M GROUP,JXF2809@MED.MIAMI.EDU
C00474,PARKWAY INN,OTHER,WINSTON@RUSTICJH.COM
C00475,UMIAMI-BASCOM PALMER IMAGING,U OF M GROUP,M.GARCES42@MIAMI.EDU
C00476,ANN ARBOR REGENT,OTHER,DHURLBURT@ANNARBORREGENT.COM
C00477,CHG - GRADUATE EAST LANSING,COLLEGIATE HOSPITALITY,BDOME@SCHULTEHOSPITALITY.COM
C00478,RESIDENCE AT BATH CLUB,OTHER,MANAGER@BATHCLUBRESIDENCES.COM
C00479,ST. REGIS BAL HARBOUR,OTHER,KASHMIRA.MANECKJI@STREGIS.COM
C00480,LAS VEGAS PARKING INC.,OTHER,BRANDAN@LVPARKING.COM
C00481,PESTANA PARK AVENUE,OTHER,JOSECARLOS.FERNANDES@PESTANA.COM
C00482,SRI--- BAYPORT OF FT. WALTON,SRI,ROSHANDRA.HUTCHISON@BAYPORTFORTWALTONBEACH.COM
C00483,DOUBLETREE HILTON HOLLYWOOD BEACH,HILTON,NPEREZ@SOSOUTHFL.COM
C00484,CONSOLIDATED PARKING EQUIPMENT,OTHER,AGARCIA@CONSOLIDATEDPARKING.COM
C00485,50A DEVELOPER LLC,OTHER,ECAJIGAS@SWIREPROPS.COM
C00486,UMIAMI-BASCOM PALMER OPTHA NAPLES EMPLOYE,U OF M GROUP,YXR196@MED.MIAMI.EDU
C00487,SBG - WATERSIDE HOTEL,SOUTH BEACH GRP,ANDY.CARBALLO@SOUTHBEACHGROUP.COM
C00488,5 STAR VALET,OTHER,JANNA@5STARNAPLES.COM
C00489,HOTEL WASHINGTON,OTHER,CBASSETT@THEHOTELWASHINGTON.COM
C00490,BAL HARBOUR TOWER,OTHER,HK@BALHARBOURTOWER.ORG
C00491,NORTH AMERICAN PROPERTIES @ AVALON,OTHER,NICOLE.BOSSHARDT@NAPROPERTIES.COM
C00492,UMIAMI- BASCOM PALMER PLANTATION,U OF M GROUP,SMCMILLAN@MED.MIAMI.EDU
C00493,OCEAN VILLAGE CONDOMINUM,OTHER,FSOLANO@ALLIEDPROPERTYGROUP.NET
C00494,BILTMORE 2 CONDO,OTHER,CONCIERGE@BILTMORE2.COM
C00495,GOLDEN ARK VALET,OTHER,GOLDENARKGROUP@GMAIL.COM
C00496,PEAK PARKING,OTHER,MORGAN.RIBAR@PEAKPARKING.COM
C00497,INTERCONTINENTAL HOTEL MIAMI,OTHER,PIER.RACCUGLIA1@IHG.COM
C00498,HYATT REGENCY BIRMINGHAM,HYATT,NEIL.BUFFINGTON@HYATT.COM
C00499,ONE OCEAN CONDO,OTHER,JPORTER@APMANAGEMENT.NET
C00500,87 PARK MIAMI,OTHER,PM@EIGHTYSEVEN-PARK.COM
C00501,UMIAMI-BASCOM PALMER CLINICAL SERVICES,U OF M GROUP,M.GARCES42@MIAMI.EDU
C00502,UMIAMI- BASCOM PALMER ANNE BATES EMPLOYEE,U OF M GROUP,LFJ23@MED.MIAMI.EDU
C00503,UMIAMI-UHEALTH RADIOLOGY,U OF M GROUP,BXV164@MIAMI.EDU
C00504,UMIAMI-BASCOM PALMER NEUROLOGY,U OF M GROUP,CXA532@MED.MIAMI.EDU
C00505,PARK ROYAL CITY HOTEL,OTHER,MAGALYRODRIGUEZ@PARK-ROYALHOTELS.COM
C00506,UMIAMI-GABLES ONE TOWER EBS,GABLES ONE,VBARNET@MED.MIAMI.EDU
C00507,UMIAMI-UHEALTH TRANSFER CENTER,U OF M GROUP,L.HOULE@UMIAMI.EDU
C00508,RETINA CONSULTANTS OF MIAMI,OTHER,JDIAZMD1@GMAIL.COM
C00509,IPARK SOLUTIONS,OTHER,CVINICE@IPARKCO.COM
C00510,HILTON - MARCO ISLAND BEACH RESORT,HILTON,KARIE.URSERY@HILTON.COM
C00511,UMIAMI- BASCOM PALMER LASER VISION,U OF M GROUP,ERV21@MED.MIAMI.EDU
C00512,ROSEN AQUATIC & FITNESS CENTER,ROSEN,RGONZALEZ@ROSENHOTELS.COM
C00513,KIMPTON COTTONWOOD HOTEL,OTHER,NCAROLUS@THECOTTONWOODHOTEL.COM
C00514,RENDEZVOUS RESORT,OTHER,GENEVIEVE@SUNSWEPTRESORTS.COM
C00515,SOUTH TOWER AT THE POINT,OTHER,MANAGER@SOUTHTOWERCONDO.COM
C00516,LE PARC AT BRICKELL,KW PROPERTIES,DPAPETTI@KWPMC.COM
C00517,ESSENCE CATERERS,OTHER,PAUL@ESSENCECATERERS.COM
C00518,LUMEN HOTEL,COLLEGIATE HOSPITALITY,FSMRZ@THELUMENDALLAS.COM
C00519,SBG- MAIN OFFICE,SOUTH BEACH GRP,ANDY.CARBALLO@SOUTHBEACHGROUP.COM
C00520,UMIAMI-UHEALTH CMO EMPLOYEE,U OF M GROUP,DGRONDONA@MED.MIAMI.EDU
C00521,GRAND BAY CLUB,OTHER,RGARIBAY@GRANDBAYCLUB.COM
C00522,PETERBILT STORE,OTHER,LTOBON@THEPETESTORE.COM
C00523,ESTATES AT ACQUALINA,OTHER,EstatesManager@estatesatacqualina.com
C00524,SODEXO LIVE! - HARDROCK,OTHER,
C00525,BEN HOTEL - WEST PALM BEACH,OTHER,JOE.PISTORIO@THEBENWESTPALM.COM
C00526,SRI--- WESTHILL NEWNAN CROSSING,SRI,SHANNON.DATTILO@WESTHILLNEWNANCROSSING.COM
C00527,GRAND BAY TOWER CONDOS,KW PROPERTIES,KCASTILLA@KWPMC.COM
C00528,KNEWSALES GROUP,OTHER,JULIA@KNEWSALES.COM
C00529,SRI--- RESIDENCES AT OAK GROVE,SRI,JORDAN.COOK@SRIMGT.COM
C00530,LAUGHLIN RANCH GOLF CLUB,OTHER,AALLEN@LAUGHLINRANCH.COM
C00531,HOTEL DROVER,OTHER,RON.HARRIS@SILVERTONCASINO.COM
C00532,WINDJAMMER LANDING,OTHER,GTOBIERRE@WINDJAMMER-LANDING.COM
C00533,BAR HARBOR GRAND HOTEL,OTHER,JEANNINE.BROOKS@BARHARBORGRAND.COM
C00534,UMIAMI-UHEALTH UROLOGY,U OF M GROUP,VVA8@MED.MIAMI.EDU
C00535,UMIAMI-UHEALTH PEDIATRICS,U OF M GROUP,KHALL3@MED.MIAMI.EDU
C00536,KIMPTON EPIC HOTEL,OTHER,ROBERT.CENTENO@AREA31RESTAURANT.COM
C00537,SARASOTA MEMORIAL HEALTHCARE SYSTEM,OTHER,JOSHUA-BIRCHFIELD@SMH.COM
C00538,MONACO YACHT CLUB & RESIDENCES,KW PROPERTIES,APRIETO@KWPMC.COM
C00539,ATRIUM BEACH RESORT,OTHER,ANEWTON2@LATOURGROUP.COM
C00541,ATLANTA ATHLETIC CLUB,OTHER,AVL@AAC1.ORG
C00542,GLOBAL LOGISTICS PARTNERSHIP,OTHER,YONASGM@ACCESSPMLLC.COM
C00543,ROSEN - MILLENNIUM TECHNOLOGY GROUP,ROSEN,LDEADY@MTG-FL.COM
C00544,DREAM INN,OTHER,JCARRERA@DREAMINNSC.COM
C00545,ROSEN HOTELS - PURCHASING,ROSEN,XSCHIMMELPFENNIG@ROSENHOTELS.COM
C00546,BVI PORTS AUTHORITY,OTHER,SMERCER@BVIPORTS.ORG
C00547,MARLIN HOTEL,OTHER,ISMERIS@THEMARLINHOTEL.COM
C00548,UMIAMI-BASCOM PALMER BALKIN,U OF M GROUP,ABROAD@MIAMI.EDU
C00549,UMIAMI-UHEALTH EXECUTIVE PATIENT,U OF M GROUP,GMGARCIA@MED.MIAMI.EDU
C00550,UNITED PARKING LLC,OTHER,RMZ@UNITEDPARKINGVALET.COM
C00551,LOEWS PORTOFINO BAY HOTEL AT UNIVERSAL,LOEWS HOTELS,CVISCOSI@LOEWSHOTELS.COM
C00552,CLARIDGE,OTHER,WTERRY@THECLARIDGE.ORG
C00553,HOTEL INDIGO VANCOUVER WATERFRONT,OTHER,AGMSTAYBRIDGE@MKMHOTELS.COM
C00554,MARGARITAVILLE BEACH RESORT - NASSAU,OTHER,LATOYA.KEMP@MARGARITAVILLERESORTNASSAU.COM
C00555,SRI--- THE CANOPY AT HICKORY CREEK,SRI,DIANA.KUZMA@THECANOPYATHICKORYCREEK.COM
C00556,TWO ISLAND ESTATES MAINT. ASSOCIATION,KW PROPERTIES,PM@ISLANDESTATESASSOCIATIONS.COM
C00557,UMIAMI- ENVIROMENTAL HEALTH & SAFETY,U OF M GROUP,JXP2129@MED.MIAMI.EDU
C00558,MANDARIN ORIENTAL - CANOUAN,OTHER,PBROWN@MOHG.COM
C00559,BARBUDA OCEAN CLUB,OTHER,MTHOMSON@BARBUDAOCEANCLUB.COM
C00560,EATON DC,OTHER,MIMI@EATONWORKSHOP.COM
C00561,MOHONK MOUNTAIN HOUSE,OTHER HOTEL,MLORA@MOHONK.COM
C00562,SARASOTA YACHT CLUB,OTHER,SHAUNAMCNALLY624@GMAIL.COM
C00563,TOP TALENT STAFFING,OTHER,GABY@TOPTALENTUSA.COM
C00564,S. LOPEZ SPRINKLER,OTHER,
C00565,TOWERS ELEVATORS SERVICES,OTHER,TOWERSELEVATORSERVICE@GMAIL.COM
C00566,COMPASS GROUP CHARTWELLS UF,CHARTWELLS,TEJAL.PATEL@COMPASS-USA.COM
C00567,HOTEL DU PONT,OTHER,KMILLER@HOTELDUPONT.COM
C00568,LOEWS CORAL GABLES,LOEWS HOTELS,MARGARETHE.JAVELLANA@LOEWSHOTELS.COM
C00569,SRI--- INDIGO CAROLINA FOREST,SRI,TRAVIS.HOFFMAN@INDIGOCAROLINAFOREST.COM
C00570,LOEWS MIAMI BEACH,LOEWS HOTELS,CHANDLER.HOLLAND@LOEWSHOTELS.COM
C00571,ELEVATE HOSPITALITY,OTHER,JT@ELEVATEHOSPITALITY.US
C00572,LOEWS CORONADO BAY,LOEWS HOTELS,ABIBLER@LOEWSHOTELS.COM
C00573,RESIDENCE DU CAP,OTHER,ADMIN@RESIDENCEDUCAP.COM
C00574,FOUR SEASONS NEVIS,OTHER,MARCOS.RODRIGUES@FOURSEASONS.COM
C00575,500 BRICKELL,KW PROPERTIES,PROPERTYMANAGER@500BRICKELLMASTER.COM
C00576,MALLIOUHANA,OTHER,RAQUEL.FLEMING@AUBERGERESORTS.COM
C00577,PRIME STEAK CONCEPTS,OTHER,TARA@PRIMESTEAKCONCEPTS.COM
C00578,AMERICAN QUEEN VOYAGES,OTHER,TERI.MARTIN@AQVOYAGES.COM
C00579,LOEWS ENDLESS SUMMER,LOEWS HOTELS,CHANDLER.HOLLAND@LOEWSHOTELS.COM
C00580,OMNI OKLAHOMA CITY,OTHER,KTHEUS@OMNIHOTELS.COM
C00581,UMIAMI- BASCOM PALMER OUTREACH,U OF M GROUP,SAG380@MED.MIAMI.EDU
C00582,AC HOTEL RALEIGH NORTH HILLS,MARRIOTT,ANTHONY.ZINANI@CONCORDHOTELS.COM
